"Article_ID","Source_Type","Database/Source","Search_Date","Search_Query","Title","Authors","Year","Journal/Conference","DOI","URL","Abstract","Document_Type","Language","Duplicate_Key","Duplicate?","Notes"
"SN-0122","API","Springer Nature","2026-09-22","""joint embedding predictive architecture""","Self-Supervised Skeleton-Based Action Representation Learning: A Benchmark and Beyond","Zhang, Jiahang; Lin, Lilang; Yang, Shuai; Liu, Jiaying","2026","International Journal of Computer Vision","10.1007/s11263-025-02644-8","https://doi.org/10.1007/s11263-025-02644-8","Self-supervised learning (SSL), which aims to learn meaningful prior representations from unlabeled data, has been proven effective for skeleton-based action understanding. Different from the image domain, skeleton data possesses sparser spatial structures and diverse representation forms, with the absence of background clues and the additional temporal dimension, presenting new challenges for spatial-temporal motion pretext task design. Recently, many endeavors have been made for skeleton-based SSL, achieving remarkable progress. However, a systematic and thorough review is still lacking. In this paper, we conduct, for the first time, a comprehensive survey on self-supervised skeleton-based action representation learning . Following the taxonomy of context-based, generative learning, and contrastive learning approaches, we make a thorough review and benchmark of existing works and shed light on the future possible directions. Remarkably, our investigation demonstrates that most SSL works rely on the single paradigm, learning representations of a single level, and are evaluated on the action recognition task solely, which leaves the generalization power of skeleton SSL models under-explored. To this end, a novel and effective SSL method for skeleton is further proposed, which integrates versatile representation learning objectives of different granularity, substantially boosting the generalization capacity for multiple skeleton downstream tasks. Extensive experiments under three large-scale datasets demonstrate our method achieves superior generalization performance on various downstream tasks, including recognition, retrieval, detection, and few-shot learning .","journal-article","en","selfsupervised_skeletonbased_action_representation_learning_a_benchmark_2026","","Publisher: Springer Nature | Type: Article"
"SN-0123","API","Springer Nature","2026-09-22","""joint embedding predictive architecture""","Leveraging insights from neuroscience to build adaptive artificial intelligence","Mathis, Mackenzie Weygandt","2026","Nature Neuroscience","10.1038/s41593-025-02169-w","https://doi.org/10.1038/s41593-025-02169-w","Biological intelligence is inherently adaptive—animals continually adjust their actions in response to environmental feedback. However, creating adaptive artificial intelligence (AI) remains a major challenge. The next frontier is to go beyond traditional AI to develop ‘adaptive intelligence’, defined here as harnessing insights from biological intelligence to build agents that can learn online, generalize and rapidly adapt to changes in their environment. Recent advances in neuroscience offer inspiration through studies that increasingly focus on how animals naturally learn and adapt their models of the world. This Perspective reviews the behavioral and neural foundations of adaptive biological intelligence, examines parallel progress in AI, and explores brain-inspired approaches for building more adaptive algorithms. Adaptive intelligence envisions AI that, like animals, learns online, generalizes and adapts quickly. This Perspective reviews biological foundations, progress in AI and brain-inspired strategies for building flexible and adaptive AI algorithms.","journal-article","en","leveraging_insights_from_neuroscience_to_build_adaptive_2026","","Publisher: Springer Nature | Type: Article"
"SN-0124","API","Springer Nature","2026-09-22","""joint embedding predictive architecture""","Deep Imputation for Skeleton data (DISK) for behavioral science","Rose, France; Michaluk, Monika; Blindauer, Timon; Ignatowska-Jankowska, Bogna M.; O’Shaughnessy, Liam; Stephens, Greg J.; Pereira, Talmo D.; Uusisaari, Marylka Y.; Bozek, Katarzyna","2026","Nature Methods","10.1038/s41592-025-02893-y","https://doi.org/10.1038/s41592-025-02893-y","Analysis of behavioral data often involves tracking animal keypoints in video and motion capture recordings. DISK imputes missing keypoints, thereby improving downstream analyses. Pose estimation methods and motion capture systems have opened doors to quantitative measurements of animal kinematics. While animal behavior experiments are expensive and complex, tracking errors sometimes make large portions of the experimental data unusable. Here our deep learning method, Deep Imputation for Skeleton data (DISK), uncovers dependencies between keypoints and their dynamics to impute missing tracking data without the help of any manual annotations. We demonstrate the utility and performance of DISK on seven animal skeletons including multi-animal setups. The imputed recordings allow us to detect more episodes of motion, such as steps, and obtain more statistically robust results when comparing these episodes between experimental conditions. In addition, by learning to impute the missing content, DISK learns meaningful representations of the data capturing, for example, underlying actions. This stand-alone imputation package, available at https://github.com/bozeklab/DISK.git/ , is applicable to outputs of tracking methods (marker-based or markerless) and allows for varied types of downstream analysis.","journal-article","en","deep_imputation_for_skeleton_data_disk_for_2026","","Publisher: Springer Nature | Type: Article"
"SN-0125","API","Springer Nature","2026-09-22","""generative world model""","A comprehensive review of multi-view datasets and applications","Hajri, Feten; Fradi, Hajer; Mahjoub, Mohamed Ali","2026","The Visual Computer","10.1007/s00371-026-04565-0","https://doi.org/10.1007/s00371-026-04565-0","The growth of digital technologies, sensors, and interconnected devices has led to an explosion of data from multiple sources and perspectives, giving rise to multi-view data. Multi-view data refer to information about the same underlying phenomena or entities collected from different sources, perspectives, or modalities. These data provide a more comprehensive and nuanced understanding of complex systems or situations. For instance, modern security surveillance systems utilize heterogeneous cameras and sensors. These devices collaboratively capture video, analyze data, and share knowledge to provide effective surveillance services. Effective coordination and control in these systems are highly challenging and are currently receiving substantial attention for research and relevance to accomplish different security surveillance activities. This study is a survey paper that seeks to present current datasets on the topic of multi-view learning in a comprehensive way by categorizing them according to their applications. We first aim to establish a new taxonomy to classify multi-view data, including different sources, data types, and modalities. Moreover, this survey presents up-to-date multi-view learning datasets, points out their shortcomings, as well as directs experts in selecting the best datasets for algorithm benchmarking, and makes recommendations for future research. To deepen the understanding of existing datasets, this survey conducts a critical analysis of design trade-offs, cross-modal annotations, and cross-domain comparisons, offering researchers a strategic roadmap for dataset selection and future benchmark development. Another aspect of the study involves identifying specific unresolved problems that could potentially advance multi-view machine learning research. The datasets, corresponding links, and supporting documentation associated with this survey are available in the companion repository: Multi-View Datasets Survey .","journal-article","en","a_comprehensive_review_of_multiview_datasets_and_2026","","Publisher: Springer Nature | Type: Article"
"SN-0126","API","Springer Nature","2026-09-22","""generative world model""","Towards vision-language-action systems: A statistical and objective study of recent advances","Bayan, Mrityunjay; Bhattacharyya, Rupam","2026","International Journal of Data Science and Analytics","10.1007/s41060-026-01215-5","https://doi.org/10.1007/s41060-026-01215-5","Vision-Language-Action (VLA) models have emerged as the dominant paradigm in embodied artificial intelligence (AI), as it allows agents to visually perceive their environment, linguistically interpret their verbal commands or natural language instructions and perform goal-oriented actions. Unfortunately, there is currently no existing review which provides empirical, quantitative, or metadata-driven evidence to illustrate the structural dynamics of the VLA research ecosystem. This study addresses that gap through a Systematic Quantitative Research Landscape Analysis (SQRLA) of 80 peer-reviewed VLA research articles published over the period 2022 to 2025, employing seven analytical dimensions including: publication growth trajectory modeling, dissemination channel profiling, citation impact analysis with K-Means trajectory clustering, lexical and word collocation analysis via the Log-Likelihood Ratio statistic, organizational contributor profiling, and institutional co-authorship network analysis along with structural hole detection using Burt’s constraint metric. Our key findings indicate an exceptionally rapid expansion of the VLA research field, characterized by a substantial increase in the number of publications between 2022 and 2025; a strong dominance of conference-based dissemination with emerging journal consolidation; a highly collaborative ecosystem driven by strong academic leadership, increasing industry contributions, and extensive cross-institutional partnerships; a median normalized citation rate 2.2 times higher for industry co-authored VLA papers than academic-only papers; evidence of conceptual maturation in 2024–2025, marked by the emergence of a coherent safety-and-deployment cluster and robot-assisted surgery as a statistically salient new application domain; a structural finding that VLA literature is measurably task-oriented over method-oriented; and a structural capability gap whereby European robotics institutions having critical expertise in haptics and compliant control remain isolated from the dominant collaboration network. These findings offer the first objective, quantitative or data-driven characterization of the VLA landscape and provide actionable evidence for researchers, funding bodies, and the broader community on publication strategy, collaboration priorities, and under-invested research areas.","journal-article","en","towards_visionlanguageaction_systems_a_statistical_and_objective_2026","","Publisher: Springer Nature | Type: Article"
"SN-0127","API","Springer Nature","2026-09-22","""generative world model""","From individual decisions to team emergence: a survey on explainable cooperative multi-agent reinforcement learning","Sheng, Lei; Chen, Xiliang; Pan, Zhiqiang; Cai, Fei; Chen, Honghui","2026","Artificial Intelligence Review","10.1007/s10462-026-11598-3","https://doi.org/10.1007/s10462-026-11598-3","Multi-Agent Reinforcement Learning (MARL) holds significant promise for cooperative decision-making, yet its reliance on deep neural networks (DNNs) creates “black-box” characteristics that impede trustworthy deployment in high-stakes scenarios. This lack of transparency complicates tracing decision logic and raises concerns about safety and accountability. This survey systematically reviews Explainable MARL (XMARL) for cooperative settings, deconstructing the decision-making chain from individual agent policies to collective team behavior. To address the absence of a unified framework, we introduce a novel multi-level taxonomy encompassing microscopic individual behavior, interaction mechanisms, team strategy emergence, and system-level performance. We organize core explanatory questions and technical approaches within this structure, summarize the principles and limitations of representative methods, and critically discuss key challenges such as evaluation standards, causal reasoning integration, and deployment adaptability. Our goal is to provide both theoretical foundation and technical guidance for building transparent, trustworthy, and verifiably cooperative multi-agent systems (MASs).","journal-article","en","from_individual_decisions_to_team_emergence_a_2026","","Publisher: Springer Nature | Type: Article"
"SN-0128","API","Springer Nature","2026-09-22","""generative world model""","Ranging from prediction to planning via machine learning approaches for autonomous driving: a survey","Li, Ding; Zhang, Qichao; Zhao, Dongbin","2026","Artificial Intelligence Review","10.1007/s10462-026-11604-8","https://doi.org/10.1007/s10462-026-11604-8","Accurately predicting the future trajectories of surrounding agents and planning a safe, comfortable trajectory for the automated vehicle (AV) are of utmost importance for autonomous driving systems (ADS). In particular, the rise of machine learning-driven interactive prediction and planning frameworks has revolutionized this field. Existing autonomous driving systems, such as modular stacks and end-to-end frameworks, remain challenges as they commonly model the prediction and planning sequentially, neglecting the dynamic reactions of surrounding agents to the planning behaviors of the AV. Instead, interactive prediction and planning frameworks benefit from bi-directional interactive modeling between the AV and surrounding agents in a joint optimization manner, circumventing the drawbacks associated with existing autonomous driving systems and boosting safety and comfortable transportation. Through gradual modeling paradigms ranging from marginal prediction, conditional prediction, and interactive prediction and planning, this paper delves into fundamental principles and the growth journey of the ultimate target for autonomous driving. Built upon this, we systematically present a comprehensive review of state-of-the-art papers, encompassing the methodology, experimental platforms, and evaluation criteria during the development of interactive prediction and planning. Additionally, this paper details critical challenges concerning scene comprehension, planning safety, robustness, generalization and deployment. Accordingly, we discuss current advancements such as hot topics of large language models (LLMs), world models, distillation strategies, reinforcement learning from human feedback (RLHF), and data balance and long-tail learning, finally proposing future promising directions to inspire continued innovation and exploration.","journal-article","en","ranging_from_prediction_to_planning_via_machine_2026","","Publisher: Springer Nature | Type: Article"
"SN-0129","API","Springer Nature","2026-09-22","""generative world model""","Diffusion Models in Robotics: A Survey","Liu, Xiaokang; Ma, Kevin Yuchen; Gao, Chen; Shou, Mike Zheng","2026","International Journal of Computer Vision","10.1007/s11263-026-02893-1","https://doi.org/10.1007/s11263-026-02893-1","Diffusion models have demonstrated outstanding performance in image and video generation over recent years. Their strong expressive power and stable training dynamics have recently motivated researchers to integrate them into robot learning. In this survey, we trace and synthesize the latest progress in diffusion-based robot learning. We begin with an in-depth overview of robotics research history and the fundamentals of diffusion models. Next, we systematically examine diffusion-based methods in robotics, including diffusion policy approaches and diffusion-based image and video synthesizer. For diffusion policy-based methods, we present a comprehensive, top-down analysis of related approaches. We then explore the application of diffusion-based image and video generation techniques in robotic tasks, covering areas such as planning and data collection. Following this, we provide a review of key benchmarks and datasets, then summarize the major objectives addressed by diffusion-based methods and analyze their common strategies. Finally, we discuss the current challenges and outline promising future directions for diffusion-based robotic learning. Through this survey, we aim to provide a thorough resource inspiring further research at the intersection of diffusion modeling and robotics.","journal-article","en","diffusion_models_in_robotics_a_survey_2026","","Publisher: Springer Nature | Type: Article"
"SN-0130","API","Springer Nature","2026-09-22","""generative world model""","PlayLife: Tracking-Shot Video Generation","Tu, Yuanpeng","2026","International Journal of Computer Vision","10.1007/s11263-026-02837-9","https://doi.org/10.1007/s11263-026-02837-9","Tracking shot videos, where a third person camera follows a moving subject, are central to games and cinematography and are increasingly useful for simulation, content creation, and embodied evaluation. However, existing controllable video generators often rely on text or coarse global cues. In addition, their motion transfer pipelines typically assume a fixed viewpoint, and game specific systems frequently discretize movement. Consequently, producing third person videos with free human level motion and consistent camera tracking from minimal inputs remains underexplored. To address these issues, we present PlayLife, a tracking shot image to video generator. Specifically, given a single exocentric image and a human motion sequence, it synthesizes third person videos in which a virtual camera consistently follows the actor while the generated motion adheres to the provided actions across AAA game and real world scenes. At the core is a geometry-aware action injection module. Concretely, articulated keypoints from the motion sequence are projected into the first frame using estimated camera parameters and are fused with video latents through cross attention. Through this design, the model achieves part level correspondence, stable trajectories, and scene aware view control. To learn from scarce and noisy supervision, we adopt hierarchical training . In the first stage, lightweight temporal adapters are pretrained on a large corpus with paired motion and video data; in the second stage, they are finetuned on a curated subset with a pose aware reconstruction loss that emphasizes articulated foreground regions, thereby improving temporal synchronization and motion fidelity. Finally, we curate tracking shot data and establish evaluation protocols in both game and real world settings. Furthermore, experiments with visualizations, automatic metrics, and user studies show strong controllability, accurate alignment between motion and camera view, high perceptual realism, and robust generalization from minimal inputs.","journal-article","en","playlife_trackingshot_video_generation_2026","","Publisher: Springer Nature | Type: Article"
"SN-0131","API","Springer Nature","2026-09-22","""generative world model""","Intelligent robot systems: a survey from the perspective of visual intelligence","Shi, Hengcan; Liu, Wen; Li, Zheng; Fang, Xinpu; Meng, Xiangfeng; Peng, Weixing; Zhong, Hang; Liu, Min; Wang, Yaonan","2026","Visual Intelligence","10.1007/s44267-026-00116-2","https://doi.org/10.1007/s44267-026-00116-2","Intelligent robots have seen significant advancements over the past few decades, with notable developments in recent years. The integration of artificial intelligence into robotics is transforming the manufacturing, agricultural, and healthcare industries, leading to increased efficiency, productivity, and the ability to perform complex tasks autonomously. In this paper, we explore four key technologies in intelligent robot systems: visual perception, decision-making, path planning, and control. Visual perception serves as a robot’s “eyes,” enabling it to recognize objects and their relationships within its environment, thereby facilitating rational decision-making and control of actions. Decision-making interprets mission objectives and environmental context to select high-level strategies or task sequences. Path planning then translates these decisions into feasible paths that serve as guidelines for robotic movement. Both decision-making and path planning can be regarded as the robot’s “cerebrum”. Control technologies function as the robot’s “cerebellum” and are responsible for regulating its actions and behaviors in the real world. This paper summarizes the cutting-edge work on intelligent robots in robotic visual perception, decision-making, path planning and control from the perspective of visual intelligence, offering insights into the state-of-the-art research in this area. Additionally, it introduces the current challenges of intelligent robots and explores future directions in the field.","journal-article","en","intelligent_robot_systems_a_survey_from_the_2026","","Publisher: Springer Nature | Type: Article"
"SN-0132","API","Springer Nature","2026-09-22","""generative world model""","Methods for autonomous load handling with forklifts: a state-of-the-art review","Köhne, Phil; Schaper, Mirko; Lübbehusen, Justus; Küster, Benjamin; Stonis, Malte; Overmeyer, Ludger","2026","The International Journal of Advanced Manufacturing Technology","10.1007/s00170-026-17516-9","https://doi.org/10.1007/s00170-026-17516-9","The increasing demand for efficiency, safety, and cost reduction in logistics in conjunction with rising labor costs is a key challenge. To solve this challenge, sophisticated solutions such as autonomous forklifts, which perform repetitive tasks like material handling without human intervention, are a promising solution. Despite the growing interest in autonomous systems, one of the most significant challenges to overcome is reliable load handling in terms of correctly aligning the vehicle with the load and picking it up correctly. The paper at hand aims to systematically identify, analyze, and synthesize current research activities on this topic and outline current challenges and open research gaps. Various databases were systematically searched for relevant publications, and a total number of 62 publications were analyzed in detail. The study demonstrated that research activities in this field have been gaining importance. Numerous different methodologies and algorithms have been identified and summarized. Nonetheless, challenges and research gaps exist, such as perceptual robustness, environmental adaptability, and system integration. This systematic literature review is the first to address load handling with autonomous forklifts using a systematic and comprehensive approach.","journal-article","en","methods_for_autonomous_load_handling_with_forklifts_2026","","Publisher: Springer Nature | Type: Article"
"SN-0133","API","Springer Nature","2026-09-22","""generative world model""","Physics-Informed Causal Reasoning in Physical AI: A Review on Modeling Non-stationary Environments for Safety–Critical Control","On, Sung Kwon; Jeong, Sukchul; Lee, Jungjin; Yang, Insoon","2026","International Journal of Control, Automation, and Systems","10.1007/s12555-026-00082-x","https://doi.org/10.1007/s12555-026-00082-x","Non-stationary physical environments—arising from changes in friction, payload, contact conditions, human intervention, and system degradation—remain a central obstacle to deploying learning-enabled controllers in safety–critical settings. While substantial progress has been made in learning-based control and reinforcement learning, many failures under distribution shift can be traced back to a modeling gap: the inability to infer and track the physical causes that deform system dynamics and safety constraints over time. This review consolidates recent advances in physics-informed causal reasoning and modeling for non-stationary environments, with an emphasis on ( i ) inferring safety-relevant physical context from observations and interaction (action–reaction), ( ii ) building context-modulated dynamics models with physics priors injected via losses, architectures, or explicit constraints, and ( iii ) quantifying and calibrating uncertainty in actionable forms that support downstream safety mechanisms, including constraint tightening, risk-sensitive formulations, and distributionally robust reasoning. We propose a unified taxonomy that disentangles task-relevant state from safety–critical physical context and highlights failure modes induced by appearance–physics mismatch and non-informative cues. We organize the literature along axes of non-stationarity types, context identification paradigms (passive vs. active), and physics-prior injection mechanisms. Beyond summarizing methods, we provide an evaluation checklist and reporting protocol to improve comparability across studies, and conclude with open problems and a research agenda toward deployment-ready physical AI systems grounded in real-world physics .","journal-article","en","physicsinformed_causal_reasoning_in_physical_ai_a_2026","","Publisher: Springer Nature | Type: Article"
"SN-0134","API","Springer Nature","2026-09-22","""generative world model""","Multi-agent embodied AI: advances and future directions","Feng, Zhaohan; Xue, Ruiqi; Yuan, Lei; Yu, Yang; Ding, Ning; Liu, Meiqin; Gao, Bingzhao; Sun, Jian; Zheng, Xinhu; Wang, Gang","2026","Science China Information Sciences","10.1007/s11432-025-4820-4","https://doi.org/10.1007/s11432-025-4820-4","Embodied artificial intelligence (embodied AI) plays a pivotal role in the application of advanced technologies in the intelligent era, where AI systems are integrated with physical bodies that enable them to perceive, reason, and interact with their environments. Through the use of sensors for input and actuators for action, these systems can learn and adapt based on real-world feedback, allowing them to perform tasks effectively in dynamic and unpredictable environments. As techniques such as deep learning (DL), reinforcement learning (RL), and large language models (LLMs) have matured, embodied AI has become a leading field in both academia and industry, with applications spanning robotics, healthcare, transportation, and manufacturing. However, most research has focused on single-agent systems that often assume static, closed environments, whereas real-world embodied AI must navigate far more complex scenarios. In such settings, agents must not only interact with their surroundings but also collaborate with other agents, necessitating sophisticated mechanisms for adaptation, real-time learning, and collaborative problem-solving. Despite increasing interest in multi-agent systems, existing research remains narrow in scope, often relying on simplified models that fail to capture the full complexity of dynamic, open environments for multi-agent embodied AI. Moreover, no comprehensive survey has systematically reviewed the advancements in this area. As embodied AI rapidly evolves, it is crucial to deepen our understanding of multi-agent embodied AI to address the challenges presented by real-world applications. To fill this gap and foster further development, this study reviews the current state of research, analyzes key contributions, and identifies challenges and future directions, providing insights to guide innovation and progress in this field.","journal-article","en","multiagent_embodied_ai_advances_and_future_directions_2026","","Publisher: Springer Nature | Type: Article"
"SN-0135","API","Springer Nature","2026-09-22","""generative world model""","EVGen: Trajectory-conditioned forward-view video generation under minimal visual observations","Yu, Beike; Wang, Dafang","2026","Journal of King Saud University Computer and Information Sciences","10.1007/s44443-026-00627-4","https://doi.org/10.1007/s44443-026-00627-4","Scalable simulation with real-world data is critical to the development of autonomous driving due to its convenience and practicality in training and testing algorithms. Thus, research on generating high-fidelity and consistent driving videos, especially those involving view transformations based on ego-vehicle action controls, has attracted growing interest. However, existing methods, like Neural Radiance Fields and 3D Gaussian Splatting, often lack generalization capability and require extensive inputs. Furthermore, 2D generative models can generate various views, yet still have potential in improving consistency and realism. To address these limitations, we propose EVGen, a novel video generative model that synthesizes front-view videos of vehicles conditioned on a set of planned trajectories. A new module that extracts contexts from neighboring pixels in both temporal and spatial domains is presented to improve the consistency of the synthesis. Additionally, we design an innovative attention module that integrates information both within individual frames and across a corresponding region of the reference frame. Extensive experiments demonstrate that our method outperforms several leading models in front-view driving video generation, and the proposed modules can enhance the model's performance. This work presents a new paradigm for goal-oriented video synthesis with minimal observation, enabling on-demand generation to accelerate algorithm development.","journal-article","en","evgen_trajectoryconditioned_forwardview_video_generation_under_minimal_2026","","Publisher: Springer Nature | Type: Article"
"SN-0136","API","Springer Nature","2026-09-22","""generative world model""","Test case sampling optimization for safety validation of automated driving systems","Qian, Chen; Xu, Jingbin; Xing, Xin; Guo, Feng","2026","Nature Communications","10.1038/s41467-026-69675-8","https://doi.org/10.1038/s41467-026-69675-8","Testing and validating automated driving systems require carefully designed test cases that capture the complexity of real-world driving conditions. However, the inherent complexity of driving environments and the rarity of safety-critical situations pose significant challenges to developing reliable and efficient validation frameworks. This paper addresses these issues by selecting appropriate test cases from the largest-scale naturalistic driving study. We introduce a Kernel Test Case Sampling method, which selects cases satisfying two key criteria: representativeness, ensuring alignment with real-world scenarios, and coverage, capturing high-risk corner cases. To demonstrate the proposed method, it is applied to large-scale naturalistic driving study data. By selecting a limited number of cases, the method effectively captures long-tailed scenarios while approximating the distribution of naturalistic driving conditions. The sampling framework also enables robust accident-rate estimation, thereby ensuring fair comparisons across human driving performance and multiple systems. The proposed method supports standardized and scalable automated driving system safety validation, facilitating accelerated development and deployment while building public trust and regulatory confidence. This work introduces a method for selecting test cases from large-scale naturalistic driving studies to validate automated driving systems. It balances representativeness and coverage using a kernel-based approach, enabling fair comparisons with human drivers and supporting efficient safety validation.","journal-article","en","test_case_sampling_optimization_for_safety_validation_2026","","Publisher: Springer Nature | Type: Article"
"SN-0137","API","Springer Nature","2026-09-22","""generative world model""","What matters in building vision–language–action models for generalist robots","Li, Xinghang; Li, Peiyan; Qian, Long; Liu, Minghuan; Wang, Dong; Liu, Jirong; Kang, Bingyi; Ma, Xiao; Wang, Xinlong; Guo, Di; Kong, Tao; Zhang, Hanbo; Liu, Huaping","2026","Nature Machine Intelligence","10.1038/s42256-025-01168-7","https://doi.org/10.1038/s42256-025-01168-7","To utilize foundation vision–language models (VLMs) for robotic tasks and motion planning, the community has proposed different methods for injecting action components into VLMs and building the vision–language–action models (VLAs). Here we disclose the key factors that significantly influence the performance of VLA on robot manipulation problems and focus on answering three essential design choices: which backbone to select, how to formulate the VLA architectures and when to add cross-embodiment data. The obtained results convince us firmly to explain why we prefer VLA and develop a new family of VLAs, RoboVLMs, which require very few manual designs and achieve a new state-of-the-art performance in three simulation tasks and real-world experiments. Through our extensive experiments, which include over 8 VLM backbones, 4 policy architectures and over 600 distinct designed experiments, we provide a detailed guidebook for the future design of VLAs. In addition to the study, the highly flexible RoboVLMs framework, which supports easy integrations of new VLMs and free combinations of various design choices, is made public to facilitate future research. We open-source all details, including codes, models, datasets and toolkits, along with detailed training and evaluation recipes at robovlms.github.io . Vision–language–action models recently emerged as a tool for robotics. Here Li and colleagues compare vision–language–action models and highlight what makes a model useful.","journal-article","en","what_matters_in_building_visionlanguageaction_models_for_2026","","Publisher: Springer Nature | Type: Article"
"SN-0138","API","Springer Nature","2026-09-22","""generative world model""","Learning physical interactions to compose biological large language models","Clark, Joseph D.; Dean, Tanner J.; Shukla, Diwakar","2026","Communications Chemistry","10.1038/s42004-025-01883-7","https://doi.org/10.1038/s42004-025-01883-7","Deep learning models have become fundamental tools in drug design. In particular, large language models trained on biochemical sequences learn feature vectors that guide drug discovery through virtual screening. However, such models do not capture the molecular interactions important for binding affinity and specificity. Therefore, there is a need to merge representations from distinct biological modalities to effectively represent molecular complexes. We present an overview of the methods to combine molecular representations and propose that future work should develop biochemical foundation models that jointly encode diverse molecular modalities. Specifically, learning to merge the representations from internal layers of domain specific biological language models could improve generalizability in the context of interaction prediction. We demonstrate that ‘composing’ biochemical language models performs similar or better than standard methods representing molecular interactions despite having significantly fewer features. We also discuss recent methods for interpreting and democratizing large language models that could aid the development of interaction aware foundation models for biology. Finally, we present a vision for future research that allows for predicting the evolution of molecular interactions across biophysical contexts. Deep learning models are pivotal in drug design, yet they often fail to capture crucial molecular interactions for binding affinity and specificity. Here, the authors present an overview of the methods to integrate molecular representations and propose that future work should develop biochemical foundation models that jointly encode diverse molecular modalities.","journal-article","en","learning_physical_interactions_to_compose_biological_large_2026","","Publisher: Springer Nature | Type: Article"
"SN-0139","API","Springer Nature","2026-09-22","""generative world model""","Robust robotic exploration and mapping using generative occupancy map synthesis","Achey, Lorin; Reed, Alec; Crowe, Brendan; Hayes, Bradley; Heckman, Christoffer","2025","Autonomous Robots","10.1007/s10514-025-10229-0","https://doi.org/10.1007/s10514-025-10229-0","We present a novel approach for enhancing robotic exploration by using generative occupancy mapping. We implement SceneSense, a diffusion model designed and trained for predicting 3D occupancy maps given partial observations. Our proposed approach probabilistically fuses these predictions into a running occupancy map in real-time, resulting in significant improvements in map quality and traversability. We deploy SceneSense on a quadruped robot and validate its performance with real-world experiments to demonstrate the effectiveness of the model. In these experiments we show that occupancy maps enhanced with SceneSense predictions better estimate the distribution of our fully observed ground truth data (24.44% FID improvement around the robot and 75.59% improvement at range). We additionally show that integrating SceneSense enhanced maps into our robotic exploration stack as a “drop-in” map improvement, utilizing an existing off-the-shelf planner, results in improvements in robustness and traversability time. Finally, we show results of full exploration evaluations with our proposed system in two dissimilar environments and find that locally enhanced maps provide more consistent exploration results than maps constructed only from direct sensor measurements.","journal-article","en","robust_robotic_exploration_and_mapping_using_generative_2025","","Publisher: Springer Nature | Type: Article"
"SN-0140","API","Springer Nature","2026-09-22","""generative world model""","Physical AI: bridging the sim-to-real divide toward embodied, ethical, and autonomous intelligence","Ray, Partha Pratim","2025","Machine Learning for Computational Science and Engineering","10.1007/s44379-025-00050-y","https://doi.org/10.1007/s44379-025-00050-y","Physical Artificial Intelligence (Physical AI) represents a new scientific paradigm in which intelligence is not merely computed but physically instantiated through closed-loop interaction with the real world. Unlike digital AI, which operates primarily in symbolic, linguistic, or pixel domains, Physical AI grounds cognition within the constraints of physics, embodiment, and thermodynamics. This article provides the first comprehensive synthesis of the field, integrating previously isolated advances across robotics, differentiable simulation, neuromorphic systems, multimodal world models, and autonomous control into a unified conceptual landscape. Beyond synthesizing state-of-the-art developments, this work introduces several foundational contributions that advance Physical AI as a distinct scientific discipline. First, we propose a novel PDE-assisted generative–physical framework for simulation and world-model construction, embedding partial differential equations as structural priors that enforce physical consistency within generative models. This formalism bridges high-dimensional perception with physics-grounded predictive modeling, establishing a principled substrate for embodied reasoning. Second, we introduce the field’s first capability-based Physical AI taxonomy , offering a six-level progression from reactive automation to collective and societal symbiosis. This taxonomy provides a measurable and conceptually rigorous scaffold for evaluating embodied intelligence across cognitive, physical, and ethical dimensions. Third, we develop the first quantitative evaluation framework for Physical AI , defining mathematically grounded metrics for task efficiency, safety reliability, energy–performance trade-offs, sim-to-real transfer fidelity, uncertainty calibration, and ecological sustainability. No prior work offers an integrated metric suite spanning technical, physical, and ethical performance. Alongside these novel contributions, the article reviews enabling foundations—including synthetic data generation, differentiable rendering, reinforcement learning in simulation, neuromorphic edge computing, and global robotics datasets—and analyzes persistent bottlenecks in embodiment, interaction, and multi-modal world-modeling. Finally, we articulate future trajectories across federated autonomy, affect-aware interaction, socio-technical governance, and planetary-scale robotic coordination.","journal-article","en","physical_ai_bridging_the_simtoreal_divide_toward_2025","","Publisher: Springer Nature | Type: Article"
"SN-0141","API","Springer Nature","2026-09-22","""generative world model""","Predictive Display for Teleoperation Based on Vector Fields Using Lidar-Camera Fusion","Sharma, Gaurav; Calder, Jeff; Rajamani, Rajesh","2025","International Journal of Computer Vision","10.1007/s11263-025-02550-z","https://doi.org/10.1007/s11263-025-02550-z","Teleoperation can enable human intervention to help handle instances of failure in autonomy thus allowing for much safer deployment of autonomous vehicle technology. Successful teleoperation requires recreating the environment around the remote vehicle using camera data received over wireless communication channels. This paper develops a new predictive display system to tackle the significant time delays encountered in receiving camera data over wireless networks. First, a new high gain observer is developed for estimating the position and orientation of the ego vehicle. The novel observer is shown to perform accurate state estimation using only GNSS and gyroscope sensor readings. A vector field method which fuses the delayed camera and Lidar data is then presented. This method uses sparse 3D points obtained from Lidar and transforms them using the state estimates from the high gain observer to generate a sparse vector field for the camera image. Polynomial based interpolation is then performed to obtain the vector field for the complete image which is then remapped to synthesize images for accurate predictive display. The method is evaluated on real-world experimental data from the nuScenes and KITTI datasets. The performance of the high gain observer is also evaluated and compared with that of the EKF. The synthesized images using the vector field based predictive display are compared with ground truth images using various image metrics and offer vastly improved performance compared to delayed images.","journal-article","en","predictive_display_for_teleoperation_based_on_vector_2025","","Publisher: Springer Nature | Type: Article"
