"Article_ID","Source_Type","Database/Source","Search_Date","Search_Query","Title","Authors","Year","Journal/Conference","DOI","URL","Abstract","Document_Type","Language","Duplicate_Key","Duplicate?","Notes"
"SN-0011","API","Springer Nature","2026-09-22","""world model"" video","Physics filtering favors the generalization of robot learning","Jia, Jindou; Han, Shixuan; Wang, Meng; Li, Gen; Yang, Zihan; Zhou, Sicheng; Guo, Kexin; Yang, Jianfei; Yu, Xiang; Wang, Wei; Guo, Lei","2026","npj Robotics","10.1038/s44182-026-00114-y","https://doi.org/10.1038/s44182-026-00114-y","Living organisms exhibit extraordinary adaptability to unseen environments through their intrinsic physical structures and lifelong feedback-driven learning. Endowing robots with comparable generalization is critical for reliable operation in the real world. While recent approaches attempt to improve generalization by scaling training data, such strategies remain impractical for robotics, where collecting real-world demonstrations at the scale of large language models is prohibitively costly and slow. Contrary to this reliance on massive datasets, we show that robots can generalize effectively under dynamics uncertainties even with limited training data by leveraging a feedback mechanism, namely PhyFilter, that corrects learning outputs with physics-filtered learning residuals. PhyFilter operates as a lightweight, model-agnostic module whose parameters can be automatically optimized through an auto-learning algorithm, eliminating manual tuning and enabling seamless integration with diverse robot policies. We validate PhyFilter across four representative robotic systems, demonstrating that it enables quadruped robots to generalize to unseen terrains, payload variations, and speed ranges; drones to flight under unseen wind disturbances; aerial manipulators to achieve centimeter-level in-air capture despite wind and mass uncertainties; and acceleration differentiators to remain robust with distribution shift. These results show that physics-filtered feedback can serve as a powerful alternative to massive data scaling.","journal-article","en","physics_filtering_favors_the_generalization_of_robot_2026","","Publisher: Springer Nature | Type: Article"
"SN-0012","API","Springer Nature","2026-09-22","""world model"" video","A survey of world models for physical AI with uncertainty representation and control","Kirchner, Sven; Purschke, Nils; Knoll, Alois","2026","Discover Artificial Intelligence","10.1007/s44163-026-02122-1","https://doi.org/10.1007/s44163-026-02122-1","Physical AI systems must reason about real-world dynamics in order to perceive, predict, and act safely under partial observability and uncertainty. World models–learned predictive representations of environment dynamics and action consequences–have emerged as a unifying framework for integrating perception, prediction, planning, and control in embodied agents. This survey provides a comprehensive and technically grounded review of learning-based world models for Physical AI, with particular emphasis on closed-loop decision-making. We organize existing approaches along six compositional design dimensions: state abstraction, temporal dynamics, uncertainty source and treatment, structural prior, observation modality, and decision coupling. Beyond this design-oriented taxonomy, we analyze how world models interact with optimization–highlighting compounding error, planner exploitation, rollout horizon management, and uncertainty calibration as central design tensions. We further examine evaluation methodologies, benchmark ecosystems, and sim-to-real transfer challenges, and synthesize open problems in long-horizon consistency, physical constraint enforcement, data efficiency, and safety. By clarifying recurring trade-offs across robotics and model-based reinforcement learning, this survey outlines principled directions for building reliable and scalable Physical AI systems.","journal-article","en","a_survey_of_world_models_for_physical_2026","","Publisher: Springer Nature | Type: Article"
"SN-0013","API","Springer Nature","2026-09-22","""world model"" video","3D Scene Generation: A Survey","Xie, Haozhe; Wen, Beichen; Chen, Zhaoxi; Hong, Fangzhou; Liu, Ziwei","2026","International Journal of Computer Vision","10.1007/s11263-026-02999-6","https://doi.org/10.1007/s11263-026-02999-6","3D scene generation seeks to synthesize spatially structured, semantically meaningful, and photorealistic environments for applications such as immersive media, robotics, autonomous driving, and embodied AI. Early methods based on procedural rules offered scalability but limited diversity. Recent advances in deep generative models ( e.g. , GANs, diffusion models) and 3D representations ( e.g. , NeRF, 3D Gaussians) have enabled the learning of real-world scene distributions, improving fidelity, diversity, and view consistency. More recently, imageand video-diffusion models have enabled scene generation to leverage large-scale 2D visual priors, substantially improving photorealism. This survey provides a systematic overview of state-of-the-art approaches, organizing them into four paradigms: procedural generation, neural 3D-based generation, image-based generation, and video-based generation. We analyze their technical foundations, trade-offs, and representative results, and review commonly used datasets, evaluation protocols, and downstream applications. We conclude by discussing key challenges in generation capacity, 3D representation, data and annotations, and evaluation, and outline promising directions including higher fidelity, physics-aware and interactive generation, and unified perception-generation models. This review organizes recent advances in 3D scene generation and highlights promising directions at the intersection of generative AI, 3D vision, and embodied intelligence. To track ongoing developments, we maintain an up-to-date project page: https://github.com/hzxie/Awesome-3D-Scene-Generation .","journal-article","en","3d_scene_generation_a_survey_2026","","Publisher: Springer Nature | Type: Article"
"SN-0014","API","Springer Nature","2026-09-22","""world model"" video","Epistemically irrational, allostatically adaptive: a predictive processing account of conspiracy theory beliefs","Tsapos, Melina; Tjøstheim, Trond A.; Ekström, Axel G.; Stephens, Andreas","2026","Synthese","10.1007/s11229-026-05786-5","https://doi.org/10.1007/s11229-026-05786-5","Belief in conspiracy theories is often considered to be irrational. The cognitive and motivational mechanisms driving such beliefs remain poorly integrated in leading models of the mind. This paper applies the Predictive Processing (PP) framework to account for two central belief-forming biases associated with irrational conspiracy theory belief: confirmation bias and motivated reasoning. While PP readily explains confirmation bias as a result of precision-weighted Bayesian inference, accommodating motivated reasoning, where desires and emotions shape what agents come to believe, is more challenging. We argue that this gap can be addressed by incorporating insights from the Free Energy Principle (FEP) and research on allostasis (i.e. predictive stabilization in response to stressors). We distinguish between beliefs sustained by cognitive reinforcement of prior beliefs and those shaped by emotional and motivational factors. From the point of view of motivated reasoning, interoceptive and affective priors involve high precision that can affect the generative model. Such motivated reasoning downplays epistemic value and information maximisation, instead focusing on affect-regulation – suggesting that PP, when focusing on metabolic and emotional costs tied to belief formation, can accommodate the role of desires and motivations in shaping beliefs. This work advances how we can understand belief systems under the PP framework and offers a nuanced perspective on the rationality of belief in conspiracy theories. Further, it illuminates why belief in poorly supported and disproven conspiracy theories persists, and presents a refined model of rationality under cognitive and emotional constraint.","journal-article","en","epistemically_irrational_allostatically_adaptive_a_predictive_processing_2026","","Publisher: Springer Nature | Type: Article"
"SN-0015","API","Springer Nature","2026-09-22","""world model"" video","Traffic flow prediction using multiscale diffusion model guided by wavelet transform","Wang, Wenjing; Fu, Deqian","2026","Applied Intelligence","10.1007/s10489-026-07408-6","https://doi.org/10.1007/s10489-026-07408-6","Precise traffic flow forecasting is crucial for the development of intelligent transportation systems, enabling proactive traffic management, congestion alleviation, and efficient resource allocation. Traditional predictive models frequently fail to accurately capture the intricate nonlinear dynamics and multiscale temporal correlations present in traffic data. Multiscale TemporalSpatial Diffusion Model informed by Wavelet Transform (MTSDM/WT) is proposed to overcome these constraints. The MTSDM/WT architecture begins with wavelet decomposition to decompose traffic time series into high-frequency components (capturing short-term fluctuations such as sudden congestion) and low-frequency components (reflecting long-term trends like rush-hour patterns). Specifically, the High-Frequency Refinement Module (HFRM) leverages multiscale convolution and attention mechanisms to precisely model localized temporal variations in the high-frequency domain, enhancing the capture of transient dynamics. Meanwhile, the low-frequency components undergo a forward diffusion process that incrementally adds noise, followed by a reverse denoising diffusion process to learn and reconstruct their temporal distribution, enabling accurate modeling of long-term trends. Finally, the refined high-frequency components and reconstructed low-frequency components are fused via inverse wavelet transform to generate comprehensive and robust traffic flow predictions. Extensive experiments were conducted on real-world traffic flow datasets from key urban intersections in Linyi City, Shandong Province, China. The MTSDM/WT framework exhibits notable improvements across critical evaluation metrics-Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE), Root Mean Squared Error (RMSE), and Continuous Ranked Probability Score (CRPS)-with a 3% performance gain observed, for instance, on the MJ dataset at a 10-minute prediction horizon. These findings validate that MTSDM/WT provides superior prediction accuracy and resilience, especially in settings marked by fluctuating traffic patterns and noise disruption, with theoretical implications for advancing diffusion model applications in spatiotemporal series analysis and practical value for intelligent transportation system optimization.","journal-article","en","traffic_flow_prediction_using_multiscale_diffusion_model_2026","","Publisher: Springer Nature | Type: Article"
"SN-0016","API","Springer Nature","2026-09-22","""world model"" video","From Westphalia to Webphalia: reimagining small states in the digital sovereignty order","Aryal, Saroj Kumar; Pulami, Manish Jung","2026","Journal of International Relations and Development","10.1057/s41268-026-00391-y","https://doi.org/10.1057/s41268-026-00391-y","This article re-examines sovereignty and international order in the digital age by theorizing a shift from territorial to infrastructural modalities of power. Rather than considering the present order as a break from the Westphalian past, it conceptualizes the Webphalian system as an overlapping layered configuration coexisting with territorial sovereignty, in which effective authority is mediated by digital infrastructures, platforms, standards, and data regimes. The study introduces digital minoritization to describe how small states experience sovereignty through infrastructures they do not control and theorizes digital clientelism and epistemic injustice as mechanisms that reproduce asymmetric dependence and marginalize small states as credible knowers. Through the contrasting cases of Estonia and Tuvalu, the article shows how digitally ambitious and existentially threatened small states negotiate agency under constraint: leveraging institutional embedding or ontological innovation while remaining structurally tethered to external systems. The study argues that small states function as critical diagnostic lenses for the future of global order, revealing how sovereignty, legitimacy, and justice will be contested in the Webphalian era.","journal-article","en","from_westphalia_to_webphalia_reimagining_small_states_2026","","Publisher: Springer Nature | Type: Article"
"SN-0017","API","Springer Nature","2026-09-22","""world model"" video","Towards socio-cyber-physical systems: a software perspective amid AI breakthroughs","Belbachir, Assia; Blake, M. Brian; Dong, Jin Song; Dustdar, Schahram; Ebert, Christof; Ghezzi, Carlo; Harel, David; Helal, Sumi; Hu, Chunming; Huang, Linpeng; Jacobsen, Hans-Arno; Jiang, Changjun; Jin, Zhi; Li, Jialin; Liu, Xuanzhe; Lü, Jian; Ma, Xiaoxing; Marron, Assaf; Mei, Hong; Nuseibeh, Bashar; Peng, Xin; Shi, Yuanchun; Wang, Huaimin; Wang, Ji; Wang, Jianmin; Weyns, Danny; Woodcock, James; Xie, Tao; Xu, Hong Henry; Yang, Mengfei; Yin, Jianwei; Zhan, Naijun","2026","Science China Information Sciences","10.1007/s11432-026-5037-1","https://doi.org/10.1007/s11432-026-5037-1","Software technology is undergoing a paradigm shift driven by two converging trends. First, the scope of software responsibility has expanded significantly: as “software-defined everything” becomes a reality, software has evolved into the integration core of sociocyber-physical systems (SCPSs). Second, the capabilities and development methods of software are being greatly enhanced by recent breakthroughs in artificial intelligence (AI). This article presents perspectives and observations on software engineering in this era of rapid progress. We aim to outline a set of foundational challenges in engineering SCPSs and highlight the need for innovative software solutions that extend beyond AI technologies alone. Specifically, we examine the need for a new paradigm that can address the complexities introduced by SCPSs, which challenge conventional paradigms through the blurring of system boundaries, continuous lifecycle evolution, and the embracing of inherent uncertainty. We highlight new engineering principles of socio-technical co-design, cyber-physical integration, and development-operation convergence, and a knowledgeand data-driven approach to taming uncertainty. Emerging proposals, including digital humanism, agentic SCPS, ubiquitous operating system, and continuous quality assurance, are discussed alongside possible extensions to existing technologies. We then outline key research directions for both runtime support and quality assurance. On the runtime side, we argue for a new generation of software infrastructure for SCPSs, including unified hardware abstractions, scalable and resilient runtime systems, AI-enabled system management, and human-centric operating system primitives. On the assurance side, we highlight the need for new approaches combining unified socio-cyber-physical modeling, specification of both technical and non-technical properties, data-driven simulation and testing, continuous verification, and runtime monitoring under uncertainty. Furthermore, we present specific challenges within key application domains, including intelligent vehicles, smart manufacturing, and smart cities. In doing so, we aim to stimulate discussion within the software engineering community and encourage support from industry and government to address the critical engineering and governance issues inherent to this new generation of systems.","journal-article","en","towards_sociocyberphysical_systems_a_software_perspective_amid_2026","","Publisher: Springer Nature | Type: Article"
"SN-0018","API","Springer Nature","2026-09-22","""world model"" video","How to build an AI-driven digital organism","Song, Le; Segal, Eran; Xing, Eric","2026","Nature Medicine","10.1038/s41591-026-04595-0","https://doi.org/10.1038/s41591-026-04595-0","Biology lies at the core of medicine, pharmacy, public health and longevity. However, in the physical world, biology is often too complex to manipulate and too expensive and risky to tamper with. In this Perspective, we put forward a vision of using AI to model and simulate biology and life. We present our vision on how to address this challenge through the construction of an AI-driven digital organism (AIDO)—a system of integrated multiscale foundation models—in a modular, connectable and holistic fashion to reflect biological scales, connectedness and complexities. An AIDO opens up a safe, affordable and high-throughput alternative platform for predicting, simulating and programming biology at all levels, from molecules to cells to individuals. We envision that an AIDO is poised to trigger a new wave of better-guided wet-lab experimentation and better-informed first-principle reasoning, which can eventually help us better decode and improve life. Manipulating biology in the physical world is complex; the authors envision an AI-driven digital organism—a system of integrated multiscale foundation models—detailing how to construct and use such a model to advance biological and medical research.","journal-article","en","how_to_build_an_aidriven_digital_organism_2026","","Publisher: Springer Nature | Type: Article"
"SN-0019","API","Springer Nature","2026-09-22","""world model"" video","Autonomous driving chips","Lu, Qiujing; Wu, Sihong; Liu, Yifan; Huang, Ziwei; Zhou, Yue; Dong, Boyi; Zhang, Tianyi; Li, Linsen; Zhu, Kaichen; Shu, Haowen; Diao, Haikang; Tan, Kaiteng; Liu, Yu; Zheng, Xudong; Ning, Hongkai; Wan, Yi; Wang, Xuanhan; Yuan, Runze; Sang, Hongyan; Yan, Xiaodong; Wang, Ling; Dang, Tong; Yao, Aijia; Wang, Zhien; Franklin, Aaron D.; Wang, Zhengshuai; Lang, Jeffrey H.; Han, Jinchi; Tang, Xiyuan; Zhang, Kenan; Yang, Tilo H.; Wu, Peng; Wang, Jiangtao; Huang, Qinghua; Sun, Jiajia; Chen, Jiefu; Wu, Xuqing; Zheng, Yuanjin; Xu, Lin; Zhu, Yunyue; Wang, Jian; Chen, Ruixuan; Chen, Meng-Chi; Wang, Xingjun; Cheng, Xiang; Qin, Biao; Liu, Kaihui; Peng, Hailin; Lanza, Mario; Das, Saptarshi; Li, Lain-Jong; Duan, Xiangfeng; Roychowdhury, Vwani; Bulović, Vladimir; Palacios, Tomás; Kong, Jing; Feng, Shuo; Peng, Lian-Mao; Jiang, Jianfeng","2026","Nature Reviews Electrical Engineering","10.1038/s44287-026-00319-1","https://doi.org/10.1038/s44287-026-00319-1","This Perspective examines how increasingly stringent requirements for safety, real-time intelligence and cost are reshaping the design of autonomous driving chips, and discusses the challenges of sustaining performance growth as conventional scaling approaches slow down. The automobile is undergoing a dramatic transformation — from a conventional mode of transportation to an intelligent, interconnected terminal within the Internet of Everything. As driving functions progressively shift from human drivers to onboard AI systems, vehicles are becoming intelligent agents operating in complex, safety-critical environments. In this transition, autonomous driving chips are emerging as a key determinant of whether safe, scalable and commercially viable autonomy can be achieved. We argue that the future of autonomous driving will be shaped by a widening gap between rapidly growing computational demands and the physical limits of conventional chip technologies. Closing this gap requires a paradigm shift from isolated hardware or software innovation towards holistic hardware–software codesign. This Perspective examines how increasingly stringent requirements for safety, real-time intelligence and cost are reshaping the design of autonomous driving chips, and discusses the challenges of sustaining performance growth as conventional scaling approaches slow down. Particular attention is given to emerging opportunities in advanced materials, logic and memory technologies, heterogeneous monolithic three-dimensional integration and domain-specific architectures. By connecting developments across semiconductor technology and autonomous driving algorithms, we discuss the key technological bottlenecks, design trade-offs and cross-disciplinary innovations that are likely to shape the next generation of intelligent computing platforms for autonomous systems.","journal-article","en","autonomous_driving_chips_2026","","Publisher: Springer Nature | Type: Article"
"SN-0020","API","Springer Nature","2026-09-22","""world model"" video","Continuous sub-action recognition in manual assembly using Kinect skeletal data and dynamic time warping for AI-assisted work study","Cheng, Chih-Feng; Lin, Chiuhsiang Joe; Lo, Meng-Ting; Hu, Qin-Xuan","2026","The International Journal of Advanced Manufacturing Technology","10.1007/s00170-026-18865-1","https://doi.org/10.1007/s00170-026-18865-1","Manual assembly operations still require objective, efficient methods for recognizing fine-grained operational elements and assessing conformance with standard operating procedures. This study presents an offline, segment-level proof of concept for artificial intelligence-assisted sub-action recognition in a large wooden-box assembly task. Sixteen right-handed participants and one right-handed demonstrator performed the task, which was decomposed into 10 consecutive operational steps based on a standard operating procedure and leftand right-hand process charts. A Kinect depth camera captured upper-body skeletal joint data at 30 frames per second, and the continuous recordings were manually labeled and segmented prior to classification. Traditional supervised classifiers, including random forest, Naive Bayes, support vector machine, and k-nearest neighbors, were developed using normalized coordinate data and kinematic statistical features. A dynamic time warping plus k-nearest neighbors classifier was further applied to preserve the temporal structure of the pre-segmented skeletal-motion sequences. Kinematic features improved the performance and computational efficiency of traditional classifiers, with the support vector machine achieving the highest classification accuracy of 0.87 among the evaluated feature-based models. However, fixed-length feature-based models still confused several middle-stage sub-actions with similar motion patterns. In contrast, dynamic time warping plus k-nearest neighbors produced stable recognition across all 10 sub-actions, with correct recognition rates ranging from 0.91 to 0.99. These findings support the feasibility of sequence alignment for offline recognition of SOP-defined sub-actions and provide a methodological foundation for future AI-assisted work-study systems that incorporate automatic segmentation and real-time process-state inference.","journal-article","en","continuous_subaction_recognition_in_manual_assembly_using_2026","","Publisher: Springer Nature | Type: Article"
